dictionary
"[id, longitude, latitude, time, NDSI_Snow_Cover, NDSI_Snow_Cover_Class, NDSI_Snow_Cover_Basic_QA, NDSI_Snow_Cover_Algorithm_Flags_QA, NDSI, Snow_Albedo_Daily_Tile, Snow_Albedo_Daily_Tile_Class, orbit_pnt, granule_pnt]"
"[2023_01_11, 162.30985132292545, -77.71550101739011, 1673395200000, 39, null, 0, 0, 3912, 24, null, 10, 15]"
"[2023_01_12, 162.30985132292545, -77.71550101739011, 1673481600000, 22, null, 0, 0, 2387, 24, 125, 9, 16]"
"[2023_01_13, 162.30985132292545, -77.71550101739011, 1673568000000, 25, null, 0, 0, 2545, 13, null, 10, 18]"
"[2023_01_14, 162.30985132292545, -77.71550101739011, 1673654400000, 34, null, 1, 0, 3556, 28, 125, 9, 13]"
"[2023_01_15, 162.30985132292545, -77.71550101739011, 1673740800000, 50, null, 1, 0, 5007, 28, null, 10, 18]"
"[2023_01_16, 162.30985132292545, -77.71550101739011, 1673827200000, null, 250, 0, 0, 327, null, 150, 10, 18]"
"[2023_01_17, 162.30985132292545, -77.71550101739011, 1673913600000, null, 250, 0, 0, 651, null, 150, 9, 14]"
"[2023_01_18, 162.30985132292545, -77.71550101739011, 1674000000000, null, 250, 0, 0, 1431, null, 150, 10, 17]"
"[2023_01_19, 162.30985132292545, -77.71550101739011, 1674086400000, null, 250, 0, 0, 1087, null, 150, 9, 16]"
"[2023_01_20, 162.30985132292545, -77.71550101739011, 1674172800000, 19, null, 0, 0, 1931, 23, null, 10, 16]"
"[2023_01_21, 162.30985132292545, -77.71550101739011, 1674259200000, null, 250, 0, 0, 1091, null, 150, 10, 16]"
"[2023_01_22, 162.30985132292545, -77.71550101739011, 1674345600000, 27, null, 0, 0, 2901, 30, 125, 9, 16]"
"[2023_01_23, 162.30985132292545, -77.71550101739011, 1674432000000, 33, null, 0, 0, 3347, 16, null, 10, 16]"
"[2023_01_24, 162.30985132292545, -77.71550101739011, 1674518400000, 33, null, 0, 0, 3378, 31, null, 9, 13]"
"[2023_01_25, 162.30985132292545, -77.71550101739011, 1674604800000, null, 250, 0, 0, 1392, null, 150, 10, 18]"
"[2023_01_26, 162.30985132292545, -77.71550101739011, 1674691200000, 48, 250, 0, 0, 4126, 52, 150, 9, 14]"
"[2023_01_27, 162.30985132292545, -77.71550101739011, 1674777600000, 43, 250, 0, 0, 4057, 48, 150, 10, 14]"
"[2023_01_28, 162.30985132292545, -77.71550101739011, 1674864000000, 38, 250, 0, 0, 3941, 28, 150, 10, 17]"
"[2023_01_29, 162.30985132292545, -77.71550101739011, 1674950400000, null, 250, 0, 0, 292, null, 150, 9, 14]"
"[2023_01_30, 162.30985132292545, -77.71550101739011, 1675036800000, null, 250, 0, 0, 642, null, 150, 10, 14]"
"[2023_01_31, 162.30985132292545, -77.71550101739011, 1675123200000, null, 250, 2, 128, 871, null, 150, 9, 15]"
"[2023_02_01, 162.30985132292545, -77.71550101739011, 1675209600000, null, 250, 0, 0, 469, null, 150, 10, 15]"
"[2023_02_02, 162.30985132292545, -77.71550101739011, 1675296000000, 47, 250, 0, 0, 4044, 20, 150, 10, 16]"
"[2023_02_03, 162.30985132292545, -77.71550101739011, 1675382400000, 22, null, 2, 128, 2257, 20, null, 10, 16]"
"[2023_02_04, 162.30985132292545, -77.71550101739011, 1675468800000, 30, null, 0, 0, 3004, 21, null, 10, 15]"
"[2023_02_05, 162.30985132292545, -77.71550101739011, 1675555200000, 23, null, 2, 128, 2537, 27, 125, 9, 14]"
"[2023_02_06, 162.30985132292545, -77.71550101739011, 1675641600000, 53, null, 2, 128, 5303, 27, null, 10, 16]"
"[2023_02_07, 162.30985132292545, -77.71550101739011, 1675728000000, 19, null, 2, 128, 2080, 30, 125, 9, 14]"
"[2023_02_08, 162.30985132292545, -77.71550101739011, 1675814400000, 49, null, 2, 128, 4933, 23, null, 10, 15]"
"[2023_02_09, 162.30985132292545, -77.71550101739011, 1675900800000, 40, null, 0, 0, 4060, 27, null, 10, 16]"
"[2023_02_10, 162.30985132292545, -77.71550101739011, 1675987200000, null, 250, 2, 128, 100, null, 150, 9, 14]"
"[2023_02_11, 162.30985132292545, -77.71550101739011, 1676073600000, 51, null, 2, 128, 5192, 21, null, 10, 15]"
"[2023_02_12, 162.30985132292545, -77.71550101739011, 1676160000000, 28, null, 2, 128, 3035, 33, 125, 9, 14]"
"[2023_02_13, 162.30985132292545, -77.71550101739011, 1676246400000, 51, 201, 2, 128, 5142, 31, 101, 10, 16]"
"[2023_02_14, 162.30985132292545, -77.71550101739011, 1676332800000, 43, 201, 2, 128, 4315, 36, 101, 9, 13]"
"[2023_02_15, 162.30985132292545, -77.71550101739011, 1676419200000, 46, 201, 2, 128, 4845, 24, 101, 10, 14]"
"[2023_02_16, 162.30985132292545, -77.71550101739011, 1676505600000, 35, 201, 2, 130, 4432, 21, 101, 10, 15]"
"[2023_02_17, 162.30985132292545, -77.71550101739011, 1676592000000, 15, null, 2, 128, 1986, 20, 125, 8, 12]"
"[2022_02_15, 162.41764915701978, -77.71550101739011, 1644883200000, 64, 201, 2, 128, 6150, 25, 101, 11, 15]"
"[2022_02_16, 162.41764915701978, -77.71550101739011, 1644969600000, null, 250, 2, 128, 959, null, 150, 9, 13]"
"[2022_02_17, 162.41764915701978, -77.71550101739011, 1645056000000, null, 250, 2, 128, 305, null, 150, 10, 14]"
"[2022_02_18, 162.41764915701978, -77.71550101739011, 1645142400000, 12, null, 2, 132, 1310, 21, 125, 8, 12]"
"[2022_02_19, 162.41764915701978, -77.71550101739011, 1645228800000, 78, 201, 2, 130, 5542, 38, 101, 8, 12]"
"[2022_02_20, 162.41764915701978, -77.71550101739011, 1645315200000, 8, null, 2, 132, 924, 15, 125, 7, 10]"
"[2022_02_21, 162.41764915701978, -77.71550101739011, 1645401600000, null, 201, 2, 130, 5470, null, 101, 7, 10]"
"[2022_02_22, 162.41764915701978, -77.71550101739011, 1645488000000, null, 250, 2, 128, 39, null, 150, 7, 11]"
"[2022_02_23, 162.41764915701978, -77.71550101739011, 1645574400000, 29, null, 2, 132, 3083, 23, 125, 7, 11]"
"[2022_02_24, 162.41764915701978, -77.71550101739011, 1645660800000, 80, 201, 2, 130, 6605, 42, 101, 8, 13]"
"[2022_02_25, 162.41764915701978, -77.71550101739011, 1645747200000, 37, null, 2, 128, 3734, 28, null, 7, 9]"
"[2022_02_26, 162.41764915701978, -77.71550101739011, 1645833600000, null, 250, 2, 128, 934, null, 150, 7, 10]"
"[2022_02_27, 162.41764915701978, -77.71550101739011, 1645920000000, 31, null, 2, 128, 3139, 28, 125, 6, 8]"
"[2022_02_28, 162.41764915701978, -77.71550101739011, 1646006400000, 60, 201, 2, 130, 5742, 35, 101, 7, 8]"
"[2022_03_01, 162.41764915701978, -77.71550101739011, 1646092800000, 11, 250, 2, 128, 1316, 74, 150, 6, 8]"
"[2022_03_02, 162.41764915701978, -77.71550101739011, 1646179200000, 27, 201, 2, 128, 3930, 23, 101, 6, 8]"
"[2022_03_03, 162.41764915701978, -77.71550101739011, 1646265600000, 31, null, 2, 128, 3150, 32, null, 8, 10]"
"[2022_03_04, 162.41764915701978, -77.71550101739011, 1646352000000, 23, null, 2, 128, 2306, 39, null, 6, 8]"
"[2022_03_05, 162.41764915701978, -77.71550101739011, 1646438400000, null, 250, 2, 128, 1467, null, 150, 7, 10]"
"[2022_03_06, 162.41764915701978, -77.71550101739011, 1646524800000, 20, null, 2, 144, 2056, 87, null, 6, 8]"
"[2022_03_07, 162.41764915701978, -77.71550101739011, 1646611200000, 22, null, 2, 144, 2206, 67, null, 6, 8]"
"[2022_03_08, 162.41764915701978, -77.71550101739011, 1646697600000, 30, null, 2, 128, 2996, 21, null, 5, 7]"
"[2022_03_09, 162.41764915701978, -77.71550101739011, 1646784000000, 47, 201, 2, 130, 5829, 36, 101, 6, 9]"
"[2022_03_10, 162.41764915701978, -77.71550101739011, 1646870400000, null, 201, 2, 130, 6870, null, 101, 5, 7]"
"[2022_03_11, 162.41764915701978, -77.71550101739011, 1646956800000, 25, null, 2, 128, 2469, 38, null, 5, 7]"
"[2022_03_12, 162.41764915701978, -77.71550101739011, 1647043200000, 67, 201, 2, 130, 6223, 31, 101, 7, 9]"
"[2022_03_13, 162.41764915701978, -77.71550101739011, 1647129600000, 31, 201, 2, 128, 3971, 39, 101, 5, 7]"
"[2022_03_14, 162.41764915701978, -77.71550101739011, 1647216000000, 70, 201, 2, 130, 7260, 40, 101, 5, 7]"
"[2022_03_15, 162.41764915701978, -77.71550101739011, 1647302400000, 26, 250, 2, 128, -738, 58, 150, 5, 7]"
"[2022_03_16, 162.41764915701978, -77.71550101739011, 1647388800000, 67, 201, 2, 130, 5964, 28, 101, 5, 7]"
"[2022_03_17, 162.41764915701978, -77.71550101739011, 1647475200000, 57, null, 2, 128, 5726, 37, null, 5, 6]"
"[2022_03_18, 162.41764915701978, -77.71550101739011, 1647561600000, 43, 201, 2, 130, 6591, 36, 101, 5, 7]"
"[2022_03_19, 162.41764915701978, -77.71550101739011, 1647648000000, 17, 250, 2, 128, 156, 57, 150, 6, 8]"
"[2022_03_20, 162.41764915701978, -77.71550101739011, 1647734400000, 62, 201, 2, 130, 7145, 34, 101, 5, 6]"
"[2022_03_21, 162.41764915701978, -77.71550101739011, 1647820800000, 79, 201, 2, 130, 8151, 41, 101, 5, 6]"
"[2022_03_22, 162.41764915701978, -77.71550101739011, 1647907200000, 78, 201, 2, 130, 7997, 39, 101, 5, 7]"
"[2022_03_23, 162.41764915701978, -77.71550101739011, 1647993600000, 47, null, 2, 128, 4721, 30, null, 6, 8]"
"[2022_03_24, 162.41764915701978, -77.71550101739011, 1648080000000, 69, 201, 2, 130, 7563, 43, 101, 5, 8]"
"[2022_03_25, 162.41764915701978, -77.71550101739011, 1648166400000, 33, 250, 2, 128, 1512, 40, 150, 5, 7]"
"[2022_03_26, 162.41764915701978, -77.71550101739011, 1648252800000, 53, 201, 2, 128, 6126, 30, 101, 6, 8]"
"[2022_03_27, 162.41764915701978, -77.71550101739011, 1648339200000, 42, null, 2, 128, 4209, 56, null, 5, 6]"
"[2022_03_28, 162.41764915701978, -77.71550101739011, 1648425600000, 70, null, 2, 128, 7057, 33, null, 6, 8]"
"[2022_03_29, 162.41764915701978, -77.71550101739011, 1648512000000, null, 250, 2, 128, -403, null, 150, 6, 8]"
"[2022_03_30, 162.41764915701978, -77.71550101739011, 1648598400000, 0, null, 2, 128, -164, null, 125, 4, 5]"
"[2022_03_31, 162.41764915701978, -77.71550101739011, 1648684800000, null, 250, 2, 128, 708, null, 150, 5, 6]"
"[2022_04_01, 162.41764915701978, -77.71550101739011, 1648771200000, null, 211, 211, 211, null, null, 111, 4, 4]"
"[2022_04_02, 162.41764915701978, -77.71550101739011, 1648857600000, 27, null, 2, 128, 2712, 49, null, 5, 7]"
"[2022_04_03, 162.41764915701978, -77.71550101739011, 1648944000000, null, 211, 211, 211, null, null, 111, 3, 4]"
"[2022_04_04, 162.41764915701978, -77.71550101739011, 1649030400000, null, 250, 2, 128, 791, null, 150, 0, 1]"
"[2022_04_05, 162.41764915701978, -77.71550101739011, 1649116800000, 85, null, 2, 128, 8500, 32, 251, 5, 6]"
"[2022_04_06, 162.41764915701978, -77.71550101739011, 1649203200000, null, 211, 211, 211, null, null, 111, 4, 5]"
"[2022_04_07, 162.41764915701978, -77.71550101739011, 1649289600000, null, 211, 211, 211, null, null, 111, 4, 6]"
"[2022_04_08, 162.41764915701978, -77.71550101739011, 1649376000000, null, 211, 211, 211, null, null, 111, 4, 5]"
"[2022_04_09, 162.41764915701978, -77.71550101739011, 1649462400000, null, 211, 211, 211, null, null, 111, 4, 5]"
"[2022_04_10, 162.41764915701978, -77.71550101739011, 1649548800000, null, null, null, null, null, null, null, null, null]"
"[2022_04_11, 162.41764915701978, -77.71550101739011, 1649635200000, null, 211, 211, 211, null, null, 111, 0, 0]"
"[2022_04_12, 162.41764915701978, -77.71550101739011, 1649721600000, null, null, null, null, null, null, null, null, null]"
"[2022_04_13, 162.41764915701978, -77.71550101739011, 1649808000000, null, null, null, null, null, null, null, null, null]"
"[2022_04_14, 162.41764915701978, -77.71550101739011, 1649894400000, null, null, null, null, null, null, null, null, null]"
"[2022_04_15, 162.41764915701978, -77.71550101739011, 1649980800000, null, null, null, null, null, null, null, null, null]"
"[2022_04_16, 162.41764915701978, -77.71550101739011, 1650067200000, null, null, null, null, null, null, null, null, null]"
"[2022_04_17, 162.41764915701978, -77.71550101739011, 1650153600000, null, null, null, null, null, null, null, null, null]"
"[2022_04_18, 162.41764915701978, -77.71550101739011, 1650240000000, null, null, null, null, null, null, null, null, null]"
"[2022_04_19, 162.41764915701978, -77.71550101739011, 1650326400000, null, null, null, null, null, null, null, null, null]"
"[2022_04_20, 162.41764915701978, -77.71550101739011, 1650412800000, null, null, null, null, null, null, null, null, null]"
"[2022_04_21, 162.41764915701978, -77.71550101739011, 1650499200000, null, null, null, null, null, null, null, null, null]"
"[2022_04_22, 162.41764915701978, -77.71550101739011, 1650585600000, null, null, null, null, null, null, null, null, null]"
"[2022_04_23, 162.41764915701978, -77.71550101739011, 1650672000000, null, null, null, null, null, null, null, null, null]"
"[2022_04_24, 162.41764915701978, -77.71550101739011, 1650758400000, null, null, null, null, null, null, null, null, null]"
"[2022_04_25, 162.41764915701978, -77.71550101739011, 1650844800000, null, null, null, null, null, null, null, null, null]"
"[2022_04_26, 162.41764915701978, -77.71550101739011, 1650931200000, null, null, null, null, null, null, null, null, null]"
"[2022_04_27, 162.41764915701978, -77.71550101739011, 1651017600000, null, null, null, null, null, null, null, null, null]"
"[2022_04_28, 162.41764915701978, -77.71550101739011, 1651104000000, null, null, null, null, null, null, null, null, null]"
"[2022_04_29, 162.41764915701978, -77.71550101739011, 1651190400000, null, null, null, null, null, null, null, null, null]"
"[2022_04_30, 162.41764915701978, -77.71550101739011, 1651276800000, null, null, null, null, null, null, null, null, null]"
"[2022_05_01, 162.41764915701978, -77.71550101739011, 1651363200000, null, null, null, null, null, null, null, null, null]"
"[2022_05_02, 162.41764915701978, -77.71550101739011, 1651449600000, null, null, null, null, null, null, null, null, null]"
"[2022_05_03, 162.41764915701978, -77.71550101739011, 1651536000000, null, null, null, null, null, null, null, null, null]"
"[2022_05_04, 162.41764915701978, -77.71550101739011, 1651622400000, null, null, null, null, null, null, null, null, null]"
"[2022_05_05, 162.41764915701978, -77.71550101739011, 1651708800000, null, null, null, null, null, null, null, null, null]"
"[2022_05_06, 162.41764915701978, -77.71550101739011, 1651795200000, null, null, null, null, null, null, null, null, null]"
"[2022_05_07, 162.41764915701978, -77.71550101739011, 1651881600000, null, null, null, null, null, null, null, null, null]"
"[2022_05_08, 162.41764915701978, -77.71550101739011, 1651968000000, null, null, null, null, null, null, null, null, null]"
"[2022_05_09, 162.41764915701978, -77.71550101739011, 1652054400000, null, null, null, null, null, null, null, null, null]"
"[2022_05_10, 162.41764915701978, -77.71550101739011, 1652140800000, null, null, null, null, null, null, null, null, null]"
"[2022_05_11, 162.41764915701978, -77.71550101739011, 1652227200000, null, null, null, null, null, null, null, null, null]"
"[2022_05_12, 162.41764915701978, -77.71550101739011, 1652313600000, null, null, null, null, null, null, null, null, null]"
"[2022_05_13, 162.41764915701978, -77.71550101739011, 1652400000000, null, null, null, null, null, null, null, null, null]"
"[2022_05_14, 162.41764915701978, -77.71550101739011, 1652486400000, null, null, null, null, null, null, null, null, null]"
"[2022_05_15, 162.41764915701978, -77.71550101739011, 1652572800000, null, null, null, null, null, null, null, null, null]"
"[2022_05_16, 162.41764915701978, -77.71550101739011, 1652659200000, null, null, null, null, null, null, null, null, null]"
"[2022_05_17, 162.41764915701978, -77.71550101739011, 1652745600000, null, null, null, null, null, null, null, null, null]"
"[2022_05_18, 162.41764915701978, -77.71550101739011, 1652832000000, null, null, null, null, null, null, null, null, null]"
"[2022_05_19, 162.41764915701978, -77.71550101739011, 1652918400000, null, null, null, null, null, null, null, null, null]"
"[2022_05_20, 162.41764915701978, -77.71550101739011, 1653004800000, null, null, null, null, null, null, null, null, null]"
"[2022_05_21, 162.41764915701978, -77.71550101739011, 1653091200000, null, null, null, null, null, null, null, null, null]"
"[2022_05_22, 162.41764915701978, -77.71550101739011, 1653177600000, null, null, null, null, null, null, null, null, null]"
"[2022_05_23, 162.41764915701978, -77.71550101739011, 1653264000000, null, null, null, null, null, null, null, null, null]"
"[2022_05_24, 162.41764915701978, -77.71550101739011, 1653350400000, null, null, null, null, null, null, null, null, null]"
"[2022_05_25, 162.41764915701978, -77.71550101739011, 1653436800000, null, null, null, null, null, null, null, null, null]"
"[2022_05_26, 162.41764915701978, -77.71550101739011, 1653523200000, null, null, null, null, null, null, null, null, null]"
"[2022_05_27, 162.41764915701978, -77.71550101739011, 1653609600000, null, null, null, null, null, null, null, null, null]"
"[2022_05_28, 162.41764915701978, -77.71550101739011, 1653696000000, null, null, null, null, null, null, null, null, null]"
"[2022_05_29, 162.41764915701978, -77.71550101739011, 1653782400000, null, null, null, null, null, null, null, null, null]"
"[2022_05_30, 162.41764915701978, -77.71550101739011, 1653868800000, null, null, null, null, null, null, null, null, null]"
"[2022_05_31, 162.41764915701978, -77.71550101739011, 1653955200000, null, null, null, null, null, null, null, null, null]"
"[2022_06_01, 162.41764915701978, -77.71550101739011, 1654041600000, null, null, null, null, null, null, null, null, null]"
"[2022_06_02, 162.41764915701978, -77.71550101739011, 1654128000000, null, null, null, null, null, null, null, null, null]"
"[2022_06_03, 162.41764915701978, -77.71550101739011, 1654214400000, null, null, null, null, null, null, null, null, null]"
"[2022_06_04, 162.41764915701978, -77.71550101739011, 1654300800000, null, null, null, null, null, null, null, null, null]"
"[2022_06_05, 162.41764915701978, -77.71550101739011, 1654387200000, null, null, null, null, null, null, null, null, null]"
"[2022_06_06, 162.41764915701978, -77.71550101739011, 1654473600000, null, null, null, null, null, null, null, null, null]"
